Company,Date,Open,High,Low,Close,Volume
1JANATAMF,17/06/2001,6.53,6.71,6.53,6.53,1178801
1JANATAMF,16/08/2001,3.22,3.39,3.22,3.39,794132
1JANATAMF,17/08/2001,6.44,6.62,6.44,6.62,891733
1JANATAMF,18/08/2001,6.2,6.3,6.2,6.2,284393
1JANATAMF,16/09/2001,2.96,2.96,2.87,2.87,218878
1JANATAMF,18/10/2001,4.5,4.7,4.5,4.6,144519
1JANATAMF,16/11/2001,3.25,3.35,3.25,3.25,43502
1JANATAMF,17/11/2001,6.5,6.7,6.5,6.6,79023
1JANATAMF,18/11/2001,4.4,4.5,4.3,4.4,7061
1JANATAMF,16/12/2001,4.44,4.53,4.44,4.44,496401
1JANATAMF,17/01/2002,5.53,5.53,5.35,5.35,1825624
1JANATAMF,18/01/2002,6.6,6.6,6.5,6.5,522735
1JANATAMF,16/02/2002,2.79,2.79,2.7,2.79,179129
1JANATAMF,17/02/2002,6.53,6.53,6.25,6.35,969045
1JANATAMF,16/03/2002,2.7,2.79,2.61,2.79,780035
1JANATAMF,17/03/2002,6.07,6.16,6.07,6.07,545189
1JANATAMF,17/04/2002,6.16,6.25,6.07,6.07,679074
1JANATAMF,18/04/2002,6.2,6.3,6.1,6.2,195492
1JANATAMF,16/05/2002,2.79,2.79,2.7,2.79,83725
1JANATAMF,17/05/2002,6.25,6.44,6.25,6.35,435004
1JANATAMF,16/06/2002,2.87,2.96,2.87,2.96,158916
1JANATAMF,17/07/2002,6.53,6.62,6.53,6.62,482687
1JANATAMF,18/07/2002,6.1,6.2,6.1,6.2,135940
1JANATAMF,16/08/2002,3.31,3.39,3.31,3.31,266372
1JANATAMF,17/08/2002,6.62,6.71,6.53,6.71,2863233
1JANATAMF,18/08/2002,6.1,6.4,6.1,6.4,267715
1JANATAMF,16/10/2002,3.35,3.44,3.35,3.35,92639
1JANATAMF,17/10/2002,7,7,6.9,7,436075
1JANATAMF,18/10/2002,4.5,4.9,4.5,4.7,69490
1JANATAMF,16/11/2002,3.25,3.44,3.25,3.35,653513
1JANATAMF,17/11/2002,6.6,6.7,6.6,6.6,89715
1JANATAMF,16/01/2003,2.61,2.61,2.53,2.61,131228
1JANATAMF,17/01/2003,5.44,5.44,5.16,5.16,3064811
1JANATAMF,18/01/2003,6.5,6.6,6.5,6.6,272489
1JANATAMF,16/02/2003,2.7,2.79,2.7,2.79,81364
1JANATAMF,16/03/2003,2.7,2.79,2.7,2.7,50879
1JANATAMF,16/04/2003,2.7,2.79,2.7,2.79,200023
1JANATAMF,17/04/2003,6.07,6.16,6.07,6.07,533370
1JANATAMF,18/04/2003,6.2,6.4,6.2,6.4,399225
1JANATAMF,16/05/2003,2.79,2.87,2.7,2.79,25336
1JANATAMF,17/05/2003,6.35,6.35,6.25,6.25,218342
1JANATAMF,18/05/2003,6.3,6.4,6.3,6.4,292363
1JANATAMF,18/06/2003,6.1,6.1,6.1,6.1,15189
1JANATAMF,17/07/2003,6.53,6.62,6.53,6.53,428352
1JANATAMF,18/07/2003,6.1,6.2,6.1,6.1,55395
1JANATAMF,16/08/2003,3.31,3.39,3.31,3.31,79801
1JANATAMF,17/08/2003,6.71,6.98,6.62,6.89,2944306
1JANATAMF,18/09/2003,6.2,6.2,6.1,6.1,22898
1JANATAMF,16/10/2003,3.35,3.44,3.25,3.25,221558
1JANATAMF,17/10/2003,7,7,6.9,6.9,1844361
1JANATAMF,18/10/2003,4.7,4.8,4.6,4.8,29449
1JANATAMF,16/11/2003,3.35,3.53,3.35,3.35,578686
1JANATAMF,17/12/2003,6.4,6.5,6.4,6.5,40866
1JANATAMF,16/01/2004,2.61,2.61,2.53,2.61,31377
1JANATAMF,17/01/2004,5.16,5.25,4.98,5.07,1908276
1JANATAMF,18/01/2004,6.6,6.6,6.5,6.5,9418
1JANATAMF,16/02/2004,2.79,2.87,2.7,2.79,400047
1JANATAMF,18/02/2004,6.4,6.5,6.3,6.3,129309
1JANATAMF,18/03/2004,6.1,6.2,6.1,6.2,21358
1JANATAMF,16/04/2004,2.79,2.96,2.79,2.87,455942
1JANATAMF,17/04/2004,6.16,6.25,6.07,6.16,307200
1JANATAMF,18/04/2004,6.3,6.3,6.2,6.2,182173
1JANATAMF,16/05/2004,2.79,2.96,2.79,2.87,135611
1JANATAMF,17/05/2004,6.25,6.35,6.16,6.25,430465
1JANATAMF,17/06/2004,6.53,6.53,6.44,6.44,316732
1JANATAMF,18/06/2004,6.1,6.2,6.1,6.2,105599
1JANATAMF,17/07/2004,6.62,6.62,6.53,6.53,662641
1JANATAMF,18/07/2004,6.1,6.2,6.1,6.1,123610
1JANATAMF,16/08/2004,3.31,3.48,3.31,3.48,515353
1JANATAMF,16/09/2004,2.96,2.96,2.87,2.87,120767
1JANATAMF,17/09/2004,6.53,6.62,6.53,6.62,281496
1JANATAMF,18/09/2004,6.1,6.1,6,6.1,14971
1JANATAMF,16/10/2004,3.25,3.35,3.25,3.35,476653
1JANATAMF,17/10/2004,6.9,7,6.9,7,591646
1JANATAMF,18/10/2004,4.7,4.8,4.7,4.7,50702
1JANATAMF,18/11/2004,4.4,4.4,4.3,4.4,27844
1JANATAMF,16/12/2004,4.44,4.53,4.44,4.44,200269
1JANATAMF,17/12/2004,6.4,6.5,6.4,6.5,383687
1JANATAMF,16/01/2005,2.61,2.61,2.53,2.61,862240
1JANATAMF,17/01/2005,5.16,5.25,5.07,5.16,1825610
1JANATAMF,17/02/2005,6.25,6.25,5.8,5.89,1470800
1JANATAMF,18/02/2005,6.2,6.3,6.1,6.2,110709
1JANATAMF,17/03/2005,6.07,6.07,5.98,5.98,297613
1JANATAMF,18/03/2005,6.1,6.2,6.1,6.2,97157
1JANATAMF,16/04/2005,2.87,2.96,2.79,2.87,212240
1JANATAMF,17/04/2005,6.16,6.35,6.16,6.35,1280885
1JANATAMF,18/04/2005,6.2,6.4,6.2,6.3,126763
1JANATAMF,16/05/2005,2.79,2.87,2.79,2.87,68038
1JANATAMF,16/06/2005,2.87,2.96,2.87,2.87,194821
1JANATAMF,17/06/2005,6.53,6.53,6.44,6.44,724452
1JANATAMF,18/06/2005,6.2,6.2,6.1,6.1,33550
1JANATAMF,17/07/2005,6.53,6.62,6.53,6.53,238786
1JANATAMF,18/07/2005,6.1,6.2,6,6.2,608663
1JANATAMF,18/08/2005,6.3,6.3,6.2,6.2,12351
1JANATAMF,16/09/2005,2.87,2.96,2.79,2.79,325096
1JANATAMF,17/09/2005,7.5,7.5,7.5,7.5,0
1JANATAMF,18/09/2005,6,6.1,5.9,6,302856
1JANATAMF,16/10/2005,3.35,3.44,3.35,3.44,663344
1JANATAMF,17/10/2005,7,7,6.8,6.9,1726007
1JANATAMF,17/11/2005,6.6,6.7,6.6,6.6,120650
1JANATAMF,18/11/2005,4.3,4.5,4.3,4.4,7139
1JANATAMF,16/12/2005,4.44,4.53,4.35,4.44,357561
1JANATAMF,17/12/2005,6.5,6.7,6.5,6.6,292567
1JANATAMF,16/01/2006,2.61,2.7,2.61,2.7,142505
1JANATAMF,17/02/2006,5.98,6.16,5.8,5.98,1242858
1JANATAMF,18/02/2006,6.1,6.4,6.1,6.4,260465
1JANATAMF,16/03/2006,2.7,2.7,2.7,2.7,87398
1JANATAMF,17/03/2006,6.07,6.07,5.89,5.89,999692
1JANATAMF,18/03/2006,6.1,6.2,6.1,6.2,92810
1JANATAMF,16/04/2006,2.87,2.96,2.79,2.96,411723
1JANATAMF,17/04/2006,6.44,6.53,6.35,6.44,1727164
1JANATAMF,18/05/2006,6.3,6.4,6.3,6.3,414241
1JANATAMF,16/06/2006,2.87,2.96,2.87,2.96,67595
1JANATAMF,17/06/2006,6.53,6.62,6.44,6.62,1246972
1JANATAMF,18/06/2006,6.1,6.2,6.1,6.1,52508
1JANATAMF,17/07/2006,6.62,6.62,6.53,6.53,564760
1JANATAMF,17/08/2006,6.89,7.16,6.89,6.98,3285944
1JANATAMF,18/08/2006,6.3,6.3,6.2,6.3,241819
1JANATAMF,16/09/2006,4.5,4.5,4.5,4.5,0
1JANATAMF,17/09/2006,7.3,7.3,6.7,7.1,1518048
1JANATAMF,18/09/2006,6,6.1,5.9,6,120332
1JANATAMF,16/10/2006,3.44,3.44,3.35,3.35,182291
1JANATAMF,16/11/2006,3.44,3.44,3.35,3.44,667148
1JANATAMF,17/11/2006,6.6,6.7,6.5,6.6,158519
1JANATAMF,18/11/2006,4.4,4.4,4.3,4.4,107310
1JANATAMF,16/12/2006,4.44,4.53,4.35,4.44,162727
1JANATAMF,17/12/2006,6.6,6.7,6.5,6.7,393737
1JANATAMF,16/01/2007,2.61,2.7,2.61,2.61,246113
1JANATAMF,18/01/2007,6.5,6.6,6.5,6.5,31584
1JANATAMF,16/02/2007,2.79,2.87,2.7,2.79,165509
1JANATAMF,17/02/2007,5.89,5.98,5.71,5.89,747283
1JANATAMF,18/02/2007,6.3,6.4,6.2,6.3,31387
1JANATAMF,16/03/2007,2.7,2.79,2.7,2.79,322664
1JANATAMF,17/03/2007,5.89,6.07,5.8,5.89,1207559
1JANATAMF,18/03/2007,6.2,6.3,6.1,6.2,65153
1JANATAMF,16/04/2007,2.87,2.96,2.87,2.87,41811
1JANATAMF,17/05/2007,6.25,6.25,6.16,6.16,333045
1JANATAMF,18/05/2007,6.3,6.4,6.3,6.4,778618
1JANATAMF,16/06/2007,2.87,2.96,2.87,2.96,21391
1JANATAMF,17/06/2007,6.62,6.62,6.44,6.44,236682
1JANATAMF,18/06/2007,6.2,6.3,6.1,6.2,163456
1JANATAMF,16/08/2007,3.39,3.39,3.31,3.31,152529
1JANATAMF,17/08/2007,6.98,7.07,6.8,6.98,2265198
1JANATAMF,18/08/2007,6.2,6.3,6.2,6.2,62412
1JANATAMF,16/09/2007,2.89,2.98,2.8,2.89,520098
1JANATAMF,17/09/2007,7.1,7.1,6.9,7,740274
1JANATAMF,18/10/2007,4.7,4.7,4.6,4.7,113882
1JANATAMF,16/11/2007,3.44,3.44,3.35,3.44,383995
1JANATAMF,17/11/2007,6.6,6.6,6.5,6.5,473782
1JANATAMF,18/11/2007,4.3,4.4,4.3,4.4,29909
1JANATAMF,16/12/2007,4.44,4.44,4.44,4.44,229694
1JANATAMF,17/12/2007,6.7,6.7,6.6,6.6,333489
1JANATAMF,17/01/2008,5.16,5.35,5.16,5.16,1644664
1JANATAMF,18/01/2008,6.5,6.6,6.5,6.6,486384
1JANATAMF,16/02/2008,2.79,2.79,2.7,2.79,110904
1JANATAMF,17/02/2008,5.98,6.44,5.98,6.44,2166490
