Company,Date,Open,High,Low,Close,Volume
1JANATAMF,17/01/2024,7.35,7.98,7.35,7.62,7400010
1JANATAMF,18/01/2024,6.5,6.6,6.5,6.6,138446
1JANATAMF,16/02/2024,2.7,2.79,2.7,2.79,87789
1JANATAMF,16/03/2024,2.61,2.7,2.61,2.61,145525
1JANATAMF,16/04/2024,2.79,2.87,2.79,2.87,129032
1JANATAMF,17/04/2024,6.25,6.25,6.07,6.16,666322
1JANATAMF,18/04/2024,6.3,6.4,6.2,6.4,945166
1JANATAMF,16/05/2024,2.87,2.96,2.87,2.87,96639
1JANATAMF,17/05/2024,6.25,6.53,6.25,6.44,1075658
1JANATAMF,18/05/2024,6.1,6.1,6,6.1,182925
1JANATAMF,18/06/2024,6.1,6.2,6.1,6.1,60365
1JANATAMF,16/07/2024,3.31,3.39,3.22,3.22,879374
1JANATAMF,17/07/2024,6.62,6.62,6.53,6.53,397640
1JANATAMF,18/07/2024,6.1,6.2,6.1,6.2,53297
1JANATAMF,16/08/2024,2.96,3.05,2.87,2.96,659507
1JANATAMF,17/08/2024,6.53,6.62,6.44,6.53,479008
1JANATAMF,16/09/2024,3.07,3.35,3.07,3.25,2024793
1JANATAMF,17/09/2024,7,7.1,6.9,7,669127
1JANATAMF,18/09/2024,4.9,4.9,4.8,4.8,140891
1JANATAMF,16/10/2024,3.35,3.44,3.35,3.35,95148
1JANATAMF,17/10/2024,6.7,6.8,6.7,6.7,79747
1JANATAMF,18/10/2024,4.5,4.5,4.3,4.4,18899
1JANATAMF,16/11/2024,3.44,3.8,3.44,3.71,2929650
1JANATAMF,17/12/2024,6.5,6.6,6.4,6.5,101054
1JANATAMF,16/01/2025,2.79,2.87,2.7,2.79,90375
1JANATAMF,17/01/2025,7.62,7.71,7.25,7.35,2615344
1JANATAMF,18/01/2025,6.6,6.6,6.5,6.5,96813
1JANATAMF,16/02/2025,2.7,2.79,2.7,2.79,424349
1JANATAMF,18/02/2025,6.2,6.2,6.2,6.2,86407
1JANATAMF,18/03/2025,6.2,6.3,6.1,6.2,53580
1JANATAMF,16/04/2025,2.79,2.87,2.79,2.87,188781
1JANATAMF,17/04/2025,6.25,6.25,6.16,6.16,896949
1JANATAMF,18/04/2025,6.4,6.4,6.2,6.3,387636
1JANATAMF,16/05/2025,2.87,2.96,2.87,2.87,277938
1JANATAMF,17/05/2025,6.44,6.71,6.35,6.62,2548779
1JANATAMF,18/06/2025,6.1,6.2,6.1,6.1,154070
1JANATAMF,16/07/2025,3.22,3.31,3.13,3.22,578928
1JANATAMF,17/07/2025,6.53,6.53,6.44,6.53,1035577
1JANATAMF,18/07/2025,6.2,6.2,6.1,6.2,199870
1JANATAMF,16/09/2025,3.25,3.44,3.25,3.35,1133761
1JANATAMF,17/09/2025,7,7,6.8,7,1319938
1JANATAMF,18/09/2025,4.8,4.9,4.6,4.7,181350
1JANATAMF,16/10/2025,3.35,3.44,3.35,3.35,258610
1JANATAMF,17/10/2025,6.8,6.8,6.6,6.7,169704
1JANATAMF,18/10/2025,4.4,4.5,4.3,4.4,26522
1JANATAMF,16/01/2026,2.79,2.87,2.79,2.87,140679
1JANATAMF,17/01/2026,7.25,7.35,7.07,7.16,2086436
1JANATAMF,17/02/2026,6.16,6.35,6.07,6.25,1997933
1JANATAMF,18/02/2026,6.1,6.2,6.1,6.2,114970
1JANATAMF,16/04/2026,2.79,2.87,2.79,2.87,152027
1JANATAMF,17/04/2026,6.25,6.35,6.16,6.35,572835
1JANATAMF,18/04/2026,6.3,6.4,6.3,6.4,82866
1JANATAMF,16/05/2026,2.87,2.87,2.87,2.87,29305
1JANATAMF,16/06/2026,3.05,3.13,2.96,3.13,97296
1JANATAMF,18/06/2026,6.1,6.2,6.1,6.1,156734
1JANATAMF,16/07/2026,3.22,3.39,3.13,3.22,519321
1JANATAMF,17/07/2026,6.53,6.62,6.44,6.62,381280
1JANATAMF,18/07/2026,6.1,6.2,6.1,6.1,79449
1JANATAMF,18/08/2026,6.1,6.3,6.1,6.2,35336
1JANATAMF,16/09/2026,3.35,3.44,3.25,3.35,828155
1JANATAMF,17/09/2026,6.9,7,6.9,7,586834
1JANATAMF,18/09/2026,4.7,4.7,4.6,4.6,141201
1JANATAMF,16/10/2026,3.35,3.35,3.35,3.35,114307
1JANATAMF,17/10/2026,6.7,6.7,6.6,6.6,125997
1JANATAMF,17/11/2026,6.4,6.5,6.4,6.4,50974
1JANATAMF,16/12/2026,4.53,4.71,4.53,4.71,2163366
1JANATAMF,17/12/2026,6.5,6.6,6.4,6.5,630548
1JANATAMF,16/01/2027,2.79,2.87,2.79,2.79,64868
1JANATAMF,17/02/2027,6.25,6.25,6.07,6.07,650940
1JANATAMF,18/02/2027,6.1,6.2,6.1,6.1,31205
1JANATAMF,16/03/2027,2.61,2.79,2.61,2.7,121725
1JANATAMF,17/03/2027,6.35,6.44,6.25,6.35,874837
1JANATAMF,18/03/2027,6.1,6.2,6,6.1,309196
1JANATAMF,16/04/2027,2.79,2.87,2.79,2.79,21156
1JANATAMF,17/04/2027,6.35,6.44,6.25,6.35,632936
1JANATAMF,18/05/2027,6.1,6.2,6,6.1,17103
1JANATAMF,16/06/2027,3.05,3.13,3.05,3.05,41835
1JANATAMF,18/06/2027,6.1,6.2,6.1,6.1,221011
1JANATAMF,16/07/2027,3.22,3.31,3.22,3.31,419815
1JANATAMF,17/07/2027,6.62,6.62,6.44,6.53,1096546
1JANATAMF,17/08/2027,6.53,6.53,6.44,6.44,376668
1JANATAMF,18/08/2027,6.1,6.2,6.1,6.1,25499
1JANATAMF,16/09/2027,3.35,3.53,3.35,3.44,1145865
1JANATAMF,17/09/2027,6.9,7,6.9,7,803191
1JANATAMF,18/09/2027,4.6,4.6,4.4,4.4,298358
1JANATAMF,16/10/2027,3.35,3.35,3.35,3.35,139263
1JANATAMF,16/11/2027,3.71,3.89,3.62,3.71,1412907
1JANATAMF,17/11/2027,6.5,6.5,6.4,6.5,400050
1JANATAMF,16/12/2027,4.71,5.16,4.71,5.16,6215136
1JANATAMF,17/12/2027,6.5,6.5,6.4,6.5,200062
1JANATAMF,16/01/2028,2.79,2.79,2.7,2.79,340455
1JANATAMF,18/01/2028,6.5,6.5,6.4,6.5,128740
1JANATAMF,16/02/2028,2.7,2.79,2.7,2.7,35225
1JANATAMF,17/02/2028,6.07,6.16,6.07,6.16,581361
1JANATAMF,18/02/2028,6,6.2,6,6.2,72066
1JANATAMF,16/03/2028,2.61,2.7,2.61,2.7,225446
1JANATAMF,17/03/2028,6.25,6.35,6.25,6.35,517859
1JANATAMF,18/03/2028,6,6.2,6,6,118669
1JANATAMF,16/04/2028,2.79,2.87,2.79,2.87,170850
1JANATAMF,17/05/2028,6.62,6.98,6.53,6.71,4121011
1JANATAMF,18/05/2028,6.1,6.2,6,6.1,21935
1JANATAMF,16/06/2028,3.05,3.13,3.05,3.05,68706
1JANATAMF,17/06/2028,6.44,6.53,6.35,6.44,225838
1JANATAMF,18/06/2028,6.1,6.2,6.1,6.2,197122
1JANATAMF,16/07/2028,3.22,3.31,3.22,3.22,956877
1JANATAMF,16/08/2028,2.96,2.96,2.87,2.96,181534
1JANATAMF,17/08/2028,6.44,6.53,6.35,6.44,475747
1JANATAMF,18/08/2028,6.1,6.3,6.1,6.2,116405
1JANATAMF,16/09/2028,3.53,3.53,3.35,3.44,268137
1JANATAMF,17/09/2028,6.9,7.1,6.9,7,1278824
1JANATAMF,18/10/2028,4.4,4.5,4.4,4.4,21202
1JANATAMF,16/11/2028,4.53,4.62,4.44,4.44,668793
1JANATAMF,17/11/2028,6.5,6.5,6.3,6.4,576406
1JANATAMF,16/12/2028,5.35,5.62,5.25,5.44,7154364
1JANATAMF,17/12/2028,6.4,6.5,6.4,6.4,294720
1JANATAMF,17/01/2029,7.07,7.35,6.62,6.71,2668181
1JANATAMF,18/01/2029,6.4,6.5,6.3,6.4,208180
1JANATAMF,16/02/2029,2.7,2.79,2.7,2.79,291591
1JANATAMF,16/03/2029,2.61,2.79,2.61,2.79,181800
1JANATAMF,17/03/2029,6.25,6.35,6.16,6.16,660248
1JANATAMF,18/03/2029,6.1,6.2,6,6.1,8525
1JANATAMF,16/05/2029,2.87,3.05,2.87,2.96,210647
1JANATAMF,17/05/2029,6.71,6.89,6.44,6.53,3039412
1JANATAMF,18/05/2029,6,6.2,6,6.2,167741
1JANATAMF,16/06/2029,3.05,3.13,3.05,3.05,273510
1JANATAMF,17/06/2029,6.44,6.53,6.35,6.44,790783
1JANATAMF,18/07/2029,6.1,6.2,6.1,6.1,155550
1JANATAMF,16/08/2029,2.96,3.05,2.87,2.96,423733
1JANATAMF,17/08/2029,6.44,6.53,6.35,6.35,375705
1JANATAMF,18/08/2029,6.2,6.3,6.1,6.2,9775
1JANATAMF,16/09/2029,3.35,3.44,3.35,3.35,77219
1JANATAMF,17/10/2029,6.6,6.7,6.6,6.6,62407
1JANATAMF,18/10/2029,4.4,4.4,4.3,4.4,28801
1JANATAMF,16/11/2029,4.53,4.62,4.44,4.53,942007
1JANATAMF,17/11/2029,6.4,6.5,6.4,6.4,332400
1JANATAMF,16/12/2029,5.44,5.44,5.07,5.16,4870536
1JANATAMF,15/01/2001,5.1,5.3,5.1,5.3,91470
1JANATAMF,15/01/2005,5.1,5.2,5.1,5.1,26123
1JANATAMF,15/01/2006,5.2,5.3,5.1,5.2,78987
1JANATAMF,15/01/2007,5.1,5.2,5.1,5.2,98861
1JANATAMF,15/01/2008,5.1,5.3,5,5.2,103256
1JANATAMF,15/01/2011,5.1,5.2,5.1,5.2,64717
1JANATAMF,15/01/2012,5.1,5.1,5.1,5.1,1221
1JANATAMF,15/01/2013,5.1,5.2,5.1,5.1,86072
1JANATAMF,15/01/2014,5.2,5.3,5.1,5.2,113400
1JANATAMF,15/01/2015,5.1,5.3,5.1,5.2,284893
1JANATAMF,15/01/2018,5.2,5.2,5.1,5.1,61432
1JANATAMF,15/01/2019,5.1,5.3,5.1,5.2,242408
1JANATAMF,15/01/2020,5.1,5.2,5.1,5.1,20924
1JANATAMF,15/01/2021,5.1,5.2,5.1,5.1,73675
1JANATAMF,15/01/2022,5.1,5.2,5.1,5.1,19805
1JANATAMF,15/01/2025,5.1,5.1,5,5,22283
1JANATAMF,15/01/2026,5,5.1,4.9,5,38128
1JANATAMF,15/01/2027,5,5.1,5,5.1,142284
1JANATAMF,15/01/2028,5.1,5.2,5.1,5.1,63154
1JANATAMF,15/01/2029,5.1,5.1,5,5.1,32330
1JANATAMF,15/02/2001,5,5,4.8,5,78515
1JANATAMF,15/02/2002,4.9,5,4.9,5,112541
1JANATAMF,15/02/2003,4.9,5.2,4.9,5.1,214820
1JANATAMF,15/02/2004,5.1,5.2,5,5.1,148262
1JANATAMF,15/02/2005,5,5.1,5,5.1,80424
1JANATAMF,15/02/2008,5,5.1,5,5,142314
1JANATAMF,15/02/2009,5,5.1,4.9,5,63800
1JANATAMF,15/02/2010,5,5.1,5,5,69826
1JANATAMF,15/02/2011,5,5.1,4.9,5,102914
1JANATAMF,15/02/2012,5,5.1,4.9,5,59240
1JANATAMF,15/02/2015,5,5.1,5,5,81620
1JANATAMF,15/02/2016,5,5.1,5,5,83642
1JANATAMF,15/02/2017,5,5.1,5,5,88870
1JANATAMF,15/02/2018,5,5.1,5,5,132968
1JANATAMF,15/02/2019,4.9,5.1,4.9,5.1,162044
1JANATAMF,15/02/2022,5,5,4.9,5,68580
1JANATAMF,15/02/2023,5,5,4.9,4.9,94050
1JANATAMF,15/02/2024,4.9,5,4.9,5,109090
1JANATAMF,15/02/2025,5,5,4.9,5,100346
1JANATAMF,15/02/2026,4.9,5,4.9,5,38653
1JANATAMF,15/03/2001,5,5,4.9,5,51957
1JANATAMF,15/03/2002,4.9,5,4.9,5,95485
1JANATAMF,15/03/2003,4.9,5,4.9,4.9,26163
1JANATAMF,15/03/2004,5,5,4.9,5,145248
1JANATAMF,15/03/2005,4.9,4.9,4.8,4.8,181417
1JANATAMF,15/03/2008,4.8,4.9,4.8,4.9,7937
1JANATAMF,15/03/2009,4.8,4.9,4.8,4.8,33055
1JANATAMF,15/03/2010,4.8,4.9,4.8,4.8,70304
1JANATAMF,15/03/2011,4.8,4.8,4.8,4.8,62504
1JANATAMF,15/03/2012,4.6,4.8,4.6,4.7,49733
1JANATAMF,15/03/2015,4.8,4.8,4.7,4.7,21679
1JANATAMF,15/03/2016,4.4,4.4,4.4,4.4,55111
1JANATAMF,15/03/2018,4.7,4.8,4.7,4.7,49955
1JANATAMF,15/03/2019,4.6,4.9,4.6,4.8,47934
1JANATAMF,15/03/2022,4.7,4.9,4.7,4.8,29755
1JANATAMF,15/03/2023,4.8,4.9,4.6,4.6,236203
1JANATAMF,15/03/2024,4.7,4.8,4.7,4.8,53221
1JANATAMF,15/03/2025,4.7,4.7,4.6,4.6,34158
1JANATAMF,15/03/2029,4.6,4.7,4.6,4.6,98489
1JANATAMF,15/03/1930,4.6,4.7,4.5,4.6,141667
1JANATAMF,15/03/1931,4.6,4.6,4.5,4.5,25273
1JANATAMF,15/04/2001,4.5,4.6,4.5,4.6,46311
1JANATAMF,15/04/2002,4.5,4.6,4.5,4.6,91511
1JANATAMF,15/04/2005,4.6,4.6,4.3,4.5,37355
1JANATAMF,15/04/2006,4.5,4.5,4.3,4.5,27386
1JANATAMF,15/04/2007,4.3,4.4,4.3,4.3,83382
1JANATAMF,15/04/2008,4.3,4.5,4.3,4.3,77769
1JANATAMF,15/04/2009,4.3,4.3,4.1,4.1,283615
1JANATAMF,15/04/2012,4.1,4.3,4.1,4.1,19511
1JANATAMF,15/04/2013,4,4.2,4,4.1,32863
1JANATAMF,15/04/2015,4.1,4.2,4.1,4.2,51600
1JANATAMF,15/04/2016,4.2,4.3,4.1,4.1,52906
1JANATAMF,15/04/2019,4.1,4.3,4.1,4.2,55101
1JANATAMF,15/04/2020,4.1,4.2,4.1,4.1,35879
1JANATAMF,15/04/2021,4.1,4.2,4.1,4.2,54166
1JANATAMF,15/04/2022,4.1,4.3,4.1,4.1,58222
1JANATAMF,15/04/2023,4.1,4.2,4.1,4.1,80119
1JANATAMF,15/04/2026,4.2,4.2,4.1,4.2,30710
1JANATAMF,15/04/2027,4.1,4.2,4.1,4.1,593554
1JANATAMF,15/04/2029,4.2,4.2,4.1,4.1,37007
1JANATAMF,15/04/1930,4.1,4.2,4.1,4.2,80682
1JANATAMF,15/05/2004,4.1,4.1,4,4.1,38460
1JANATAMF,15/05/2005,4.2,4.2,4,4.1,42812
1JANATAMF,15/05/2006,4,4.1,4,4.1,28108
1JANATAMF,15/05/2007,4.1,4.3,4.1,4.2,93995
1JANATAMF,15/05/2010,4.3,4.6,4.2,4.6,386695
1JANATAMF,15/05/2011,4.5,4.8,4.5,4.8,269914
1JANATAMF,15/05/2012,4.9,5.2,4.9,5,584965
1JANATAMF,15/05/2013,5,5.2,4.6,4.9,207865
1JANATAMF,15/05/2014,4.9,4.9,4.6,4.7,147879
1JANATAMF,15/05/2017,4.6,4.8,4.5,4.6,131944
1JANATAMF,15/05/2018,4.5,4.8,4.5,4.8,80314
1JANATAMF,15/05/2019,4.8,4.9,4.7,4.8,133941
1JANATAMF,15/05/2020,4.7,4.9,4.7,4.8,121724
1JANATAMF,15/05/2021,4.7,4.9,4.7,4.8,259899
1JANATAMF,15/05/2024,4.7,4.9,4.7,4.8,15845
1JANATAMF,15/05/2025,4.7,4.8,4.7,4.8,211499
1JANATAMF,15/05/2026,4.8,5,4.8,4.9,430948
1JANATAMF,15/05/2027,4.8,5,4.8,4.9,283485
1JANATAMF,15/05/2028,4.9,4.9,4.7,4.7,402056
1JANATAMF,15/05/1931,4.7,4.8,4.7,4.7,93270
1JANATAMF,15/06/2001,4.7,4.8,4.7,4.8,470540
1JANATAMF,15/06/2002,4.7,4.9,4.7,4.9,408494
1JANATAMF,15/06/2004,4.9,4.9,4.7,4.7,54952
1JANATAMF,15/06/2007,4.8,4.8,4.7,4.7,55117
1JANATAMF,15/06/2008,4.7,4.8,4.7,4.7,137552
1JANATAMF,15/06/2009,4.8,4.9,4.7,4.7,242076
1JANATAMF,15/06/2010,4.8,4.9,4.7,4.8,364390
1JANATAMF,15/06/2011,4.8,5,4.8,4.9,333593
1JANATAMF,15/06/2014,4.9,4.9,4.8,4.8,146116
1JANATAMF,15/06/2015,4.8,4.9,4.7,4.8,159330
1JANATAMF,15/06/2016,4.8,4.9,4.7,4.7,35915
1JANATAMF,15/06/2017,4.7,4.9,4.7,4.8,53105
1JANATAMF,15/06/2018,4.7,4.9,4.7,4.8,93459
1JANATAMF,15/06/2021,4.7,4.9,4.7,4.8,28959
1JANATAMF,15/06/2022,4.7,4.9,4.7,4.7,91091
1JANATAMF,15/06/2023,4.7,4.8,4.7,4.7,94462
1JANATAMF,15/06/2024,4.7,4.8,4.7,4.7,62727
1JANATAMF,15/06/2025,4.7,4.8,4.7,4.7,33744
1JANATAMF,15/06/2028,4.8,4.8,4.7,4.7,333763
1JANATAMF,15/06/2029,4.7,4.8,4.7,4.8,282954
1JANATAMF,15/06/1930,4.7,4.8,4.7,4.8,295061
1JANATAMF,15/07/2002,4.8,4.8,4.7,4.8,77892
1JANATAMF,15/07/2005,4.7,4.9,4.7,4.9,189133
1JANATAMF,15/07/2006,4.8,4.9,4.8,4.8,45529
1JANATAMF,15/07/2007,4.8,4.9,4.8,4.9,53852
1JANATAMF,15/07/2008,4.9,4.9,4.8,4.9,122276
1JANATAMF,15/07/2009,4.8,4.9,4.8,4.9,82785
1JANATAMF,15/07/2012,4.9,5.1,4.9,5.1,624715
1JANATAMF,15/07/2013,5.1,5.2,5,5.1,693171
1JANATAMF,15/07/2014,5,5.3,5,5.2,529626
1JANATAMF,15/07/2021,5.2,5.3,5.1,5.1,124211
1JANATAMF,15/07/2022,5.1,5.2,5,5.1,156422
1JANATAMF,15/07/2023,5,5.1,5,5.1,209254
1JANATAMF,15/07/2026,5.1,5.2,5.1,5.2,183419
1JANATAMF,15/07/2027,5.2,5.3,5.1,5.2,216980
1JANATAMF,15/07/2028,5.2,5.4,5.2,5.3,486410
1JANATAMF,15/07/2029,5.3,5.5,5.2,5.4,1310802
1JANATAMF,15/07/1930,5.3,5.5,5.3,5.4,391674
1JANATAMF,15/08/2002,5.4,5.7,5.3,5.6,623507
1JANATAMF,15/08/2003,5.6,5.7,5.5,5.6,414591
1JANATAMF,15/08/2004,5.5,5.7,5.5,5.6,672774
1JANATAMF,15/08/2005,5.6,5.6,5.4,5.5,311800
1JANATAMF,15/08/2006,5.4,5.5,5.3,5.4,302051
1JANATAMF,15/08/2009,5.5,5.5,5.2,5.3,170561
1JANATAMF,15/08/2010,5.2,5.4,5.2,5.3,382690
1JANATAMF,15/08/2011,5.2,5.3,5.1,5.2,326060
1JANATAMF,15/08/2012,5.2,5.4,5.2,5.3,147959
1JANATAMF,15/08/2013,5.3,5.4,5.3,5.3,154954
1JANATAMF,15/08/2016,5.5,5.5,5.1,5.1,780893
1JANATAMF,15/08/2017,5.2,5.2,4.9,5,785091
1JANATAMF,15/08/2018,5,5,4.9,4.9,557025
1JANATAMF,15/08/2019,4.9,5,4.8,4.9,253721
1JANATAMF,15/08/2020,4.9,5,4.8,4.9,217741
1JANATAMF,15/08/2023,4.8,5,4.8,4.9,134321
1JANATAMF,15/08/2024,4.9,5,4.9,4.9,169710
1JANATAMF,15/08/2025,5,5,4.9,4.9,225964
1JANATAMF,15/08/2026,4.8,5,4.8,4.9,72982
1JANATAMF,15/08/2027,5,5,4.9,5,224723
1JANATAMF,15/08/1930,5,5.1,4.9,5,236770
1JANATAMF,15/08/1931,5,5,4.9,5,157729
1JANATAMF,15/09/2001,5,5,4.9,4.9,132161
1JANATAMF,15/09/2002,4.9,5,4.9,4.9,199972
1JANATAMF,15/09/2006,4.1,4.5,4.1,4.5,400873
1JANATAMF,15/09/2007,4.4,4.6,4.4,4.5,298410
1JANATAMF,15/09/2008,4.6,4.7,4.5,4.6,799912
1JANATAMF,15/09/2009,4.6,4.8,4.6,4.6,140672
1JANATAMF,15/09/2010,4.6,4.7,4.5,4.5,205425
1JANATAMF,15/09/2013,4.5,4.6,4.5,4.5,47198
1JANATAMF,15/09/2014,4.5,4.6,4.5,4.5,197107
1JANATAMF,15/09/2015,4.6,4.7,4.5,4.7,105023
1JANATAMF,15/09/2016,4.5,4.6,4.5,4.6,225086
1JANATAMF,15/09/2017,4.5,4.6,4.5,4.6,72735
1JANATAMF,15/09/2020,4.5,4.7,4.5,4.6,112561
1JANATAMF,15/09/2021,4.6,4.6,4.5,4.5,207185
1JANATAMF,15/09/2022,4.6,4.6,4.5,4.5,453650
1JANATAMF,15/09/2028,4.5,4.6,4.5,4.5,217128
1JANATAMF,15/09/2029,4.5,4.6,4.5,4.5,57050
1JANATAMF,15/09/1930,4.5,4.6,4.5,4.6,72901
1JANATAMF,15/10/2001,4.6,4.7,4.5,4.7,385643
1JANATAMF,15/10/2004,4.7,4.8,4.6,4.7,355286
1JANATAMF,15/10/2005,4.6,4.6,4.5,4.6,315093
1JANATAMF,15/10/2006,4.5,4.7,4.5,4.6,335512
1JANATAMF,15/10/2007,4.7,4.9,4.6,4.8,1401503
1JANATAMF,15/10/2008,4.8,4.9,4.7,4.8,412976
1JANATAMF,15/10/2011,4.9,4.9,4.7,4.8,925775
1JANATAMF,15/10/2012,4.8,4.9,4.8,4.9,414197
1JANATAMF,15/10/2013,4.9,5,4.7,4.8,718469
1JANATAMF,15/10/2014,4.8,4.8,4.7,4.7,133572
1JANATAMF,15/10/2015,4.7,4.8,4.6,4.7,446809
1JANATAMF,15/10/2018,4.7,4.7,4.5,4.5,533682
1JANATAMF,15/10/2019,4.5,4.7,4.5,4.6,264737
1JANATAMF,15/10/2020,4.5,4.6,4.5,4.6,151516
1JANATAMF,15/10/2021,4.5,4.7,4.5,4.6,273348
1JANATAMF,15/10/2025,4.5,4.6,4.5,4.5,212745
1JANATAMF,15/10/2026,4.5,4.6,4.5,4.5,96873
1JANATAMF,15/10/2027,4.5,4.6,4.5,4.5,170181
1JANATAMF,15/10/2028,4.5,4.6,4.4,4.5,167106
1JANATAMF,15/10/2029,4.5,4.6,4.5,4.5,211150
1JANATAMF,15/11/2001,4.5,4.6,4.4,4.4,148397
1JANATAMF,15/11/2002,4.4,4.5,4.4,4.5,423972
1JANATAMF,15/11/2003,4.5,4.6,4.5,4.5,252430
1JANATAMF,15/11/2004,4.5,4.6,4.4,4.5,92126
1JANATAMF,15/11/2005,4.5,4.6,4.4,4.4,184754
1JANATAMF,15/11/2008,4.4,4.5,4.4,4.4,214183
1JANATAMF,15/11/2009,4.4,4.5,4.4,4.4,316843
1JANATAMF,15/11/2010,4.4,4.5,4.3,4.3,189059
1JANATAMF,15/11/2011,4.4,4.4,4.2,4.3,367861
1JANATAMF,15/11/2012,4.3,4.3,4,4.2,699188
1JANATAMF,15/11/2015,4.3,4.3,4.1,4.2,135426
1JANATAMF,15/11/2016,4.1,4.3,4.1,4.3,103370
1JANATAMF,15/11/2017,4.3,4.3,4.2,4.3,142890
1JANATAMF,15/11/2018,4.2,4.4,4.2,4.3,35584
1JANATAMF,15/11/2019,4.3,4.4,4.3,4.4,164159
1JANATAMF,15/11/2022,4.4,4.4,4.3,4.4,298414
1JANATAMF,15/11/2023,4.4,4.5,4.3,4.4,138901
1JANATAMF,15/11/2024,4.4,4.5,4.3,4.4,72368
1JANATAMF,15/11/2025,4.3,4.4,4.3,4.3,27013
1JANATAMF,15/11/2026,4.4,4.5,4.3,4.4,65858
1JANATAMF,15/11/2029,4.3,4.4,4.3,4.4,148256
1JANATAMF,15/11/1930,4.3,4.4,4.3,4.3,206191
1JANATAMF,15/12/2001,4.3,4.4,4.3,4.3,52165
1JANATAMF,15/12/2002,4.4,4.4,4.3,4.3,437832
1JANATAMF,15/12/2003,4.3,4.4,4.3,4.3,66340
1JANATAMF,15/12/2006,4.3,4.4,4.3,4.3,158510
1JANATAMF,15/12/2007,4.3,4.4,4.2,4.3,350751
1JANATAMF,15/12/2008,4.3,4.4,4.3,4.3,302109
1JANATAMF,15/12/2009,4.3,4.4,4.3,4.3,110232
1JANATAMF,15/12/2010,4.3,4.4,4.2,4.3,421361
1JANATAMF,15/12/2013,4.3,4.3,4.2,4.2,326444
1JANATAMF,15/12/2014,4.2,4.4,4.2,4.3,252485
1JANATAMF,15/12/2015,4.3,4.3,4.2,4.3,139886
1JANATAMF,15/12/2017,4.2,4.3,4.2,4.3,63106
1JANATAMF,15/12/2020,4.2,4.2,4.2,4.2,8410
1JANATAMF,15/12/2021,4.2,4.4,4.2,4.4,326512
1JANATAMF,15/12/2022,4.3,4.3,4.2,4.3,114702
1JANATAMF,15/12/2023,4.3,4.3,4.2,4.2,292095
1JANATAMF,15/12/2024,4.2,4.3,4.2,4.3,205031
1JANATAMF,15/12/2027,4.3,4.3,4.2,4.2,338070
1JANATAMF,15/12/2028,4.2,4.3,4.2,4.3,131964
1JANATAMF,15/12/2029,4.2,4.3,4.2,4.2,260942
1JANATAMF,15/12/1930,4.3,4.3,4.2,4.3,240322
1JANATAMF,15/12/1931,4.3,4.3,4.2,4.3,87878
1JANATAMF,14/01/2001,4.33,4.51,4.33,4.42,108000
1JANATAMF,14/01/2002,4.33,4.42,4.33,4.33,141750
1JANATAMF,14/01/2006,4.33,4.42,4.33,4.33,136125
1JANATAMF,14/01/2007,4.33,4.42,4.24,4.33,232313
1JANATAMF,14/01/2008,4.33,4.42,4.33,4.33,83250
1JANATAMF,14/01/2009,4.42,4.42,4.33,4.33,295313
1JANATAMF,14/01/2012,4.33,4.51,4.33,4.33,225000
1JANATAMF,14/01/2013,4.42,4.42,4.33,4.33,158625
1JANATAMF,14/01/2015,4.42,4.42,4.33,4.33,279000
1JANATAMF,14/01/2016,4.42,4.51,4.42,4.42,234000
1JANATAMF,14/01/2019,4.51,4.6,4.42,4.51,560813
1JANATAMF,14/01/2020,4.51,4.6,4.51,4.51,425813
1JANATAMF,14/01/2021,4.51,4.69,4.51,4.6,370125
1JANATAMF,14/01/2022,4.6,4.87,4.6,4.78,1844438
1JANATAMF,14/01/2023,4.78,5.31,4.78,5.13,1886625
1JANATAMF,14/01/2026,5.31,5.58,5.13,5.22,1217813
1JANATAMF,14/01/2027,5.13,5.22,4.96,5.04,921938
1JANATAMF,14/01/2028,5.04,5.13,5.04,5.04,423563
1JANATAMF,14/01/2029,5.13,5.22,4.96,5.13,485438
1JANATAMF,14/01/1930,5.22,5.22,5.04,5.13,673313
1JANATAMF,14/02/2002,5.13,5.22,5.04,5.04,348188
1JANATAMF,14/02/2003,5.13,5.22,5.04,5.04,334688
1JANATAMF,14/02/2004,5.13,5.4,5.13,5.31,1311188
1JANATAMF,14/02/2005,5.31,5.31,5.22,5.22,766125
1JANATAMF,14/02/2006,5.22,5.31,5.04,5.04,411750
1JANATAMF,14/02/2009,5.13,5.22,5.04,5.04,622688
1JANATAMF,14/02/2010,5.04,5.13,4.96,4.96,728438
1JANATAMF,14/02/2011,4.96,5.13,4.96,4.96,182250
1JANATAMF,14/02/2012,5.13,5.13,4.96,5.04,172125
1JANATAMF,14/02/2013,4.96,5.13,4.96,5.04,174938
1JANATAMF,14/02/2016,4.96,5.04,4.96,4.96,405000
1JANATAMF,14/02/2017,4.96,5.04,4.96,4.96,95063
1JANATAMF,14/02/2018,4.96,5.04,4.96,4.96,261000
1JANATAMF,14/02/2019,5.04,5.22,5.04,5.13,529313
1JANATAMF,14/02/2020,5.04,5.22,5.04,5.04,487125
1JANATAMF,14/02/2023,5.04,5.13,5.04,5.04,746438
1JANATAMF,14/02/2024,5.04,5.13,5.04,5.04,275625
1JANATAMF,14/02/2025,5.04,5.13,4.96,5.04,874125
